period,ask_questions,ask_high_tag_share,ask_exposure_index_mean,answer_count_total,accepted_current_total,answer_exposure_index_wavg,direct_ai_events
post6,0.7672285572632622,0.511304506929197,0.25203519916869777,1.4541398116013882,0.679474467030243,0.36952802954921743,0.5765989092711948
pre6,0.5751052877866167,0.27099386471169346,0.20527278376235134,3.419279363593823,1.5737014506317266,0.36494137105974134,0.0
