feature,treated_mean,control_mean,smd
log_pre_ask_questions,0.5554704193721796,0.5710136209987576,-0.024250959226405872
pre_ask_high_tag_share,0.40195195195195194,0.4772965879265092,-0.1537561582497252
pre_ask_exposure_index_mean,0.121359725761029,0.14945236075702328,-0.07670909303173533
log_pre_answer_count_total,1.7183736830403944,1.496939036701905,0.12654438062567133
pre_answer_exposure_index_wavg,0.24021547568310037,0.2104935982674214,0.08894686449230388
first_active_month_index,610.5045045045046,612.5669291338583,-0.12201743961784875
