family,row,coef,mean_outcome,normalized_effect,normalized_pct
bridge,accepted votes in 30 days,-0.0752,0.20822205905022464,-0.3611528977429871,-36.11528977429871
bridge,time to first positive answer,283.903618,222.60709247034035,1.2753574688453677,127.53574688453678
role,recent entrants in the first positive role,0.0280833898254505,0.3899393406406127,0.07201989360528138,7.201989360528138
role,recent entrants in the top-score role,0.0272183962108098,0.4475150651118577,0.06082118420752267,6.082118420752267
dur,return within 365 days,-0.0265816526457352,0.171660185690221,-0.15485042462731927,-15.485042462731927
dur,one-shot participation within 365 days,0.0265816526457349,0.828339814309779,0.03209027525482918,3.209027525482918
