n_events,avg_exposure,high_tag_share,residual_complexity_share,high_exposure_share,ask_role_share,answer_role_share,repeat_label
2342,0.2682135299218625,0.8625106746370623,0.8625106746370623,0.8659265584970111,0.6998292058070026,0.1165670367207515,first
318,0.3229359158819591,0.9182389937106918,0.9182389937106918,0.9213836477987422,0.23270440251572327,0.2169811320754717,repeat
