placebo_month,coef,se,pval
2020-04,0.005423581072470887,0.005080073285695664,0.2856925594945494
2020-05,0.0014929747057765728,0.005408706678044189,0.7825236892981291
2020-06,0.0010754599676399603,0.005562722116689822,0.8466978720718139
2020-07,0.0007983535252307486,0.004965001980557736,0.8722539065507722
2020-08,0.0015585856597634066,0.005064431765682545,0.758271551019803
2020-09,0.002891168074143795,0.004194605911977897,0.4906605644878408
2020-10,0.0015727938172752825,0.004959612150715282,0.7511523030773775
2020-11,-0.0023674220479318366,0.005700827080460938,0.6779391774325807
2020-12,-0.003460295337147665,0.006492956291646954,0.5940815959062092
2021-01,-0.0037689898214250395,0.006699915512721839,0.5737461915056452
2021-02,-0.001657185934187047,0.006255672845779972,0.7910793314399731
2021-03,4.915103368175605e-05,0.007530015929438267,0.9947919668682225
2021-04,0.005635644112523189,0.010381358515889942,0.5872248832419815
2021-05,0.008465963737280924,0.008490764278504115,0.318726109295151
2021-06,0.001993818431931098,0.005811452779595197,0.7315350130381608
2021-07,0.005463491549086416,0.005575861983632378,0.32716165581221446
2021-08,0.002679927970434464,0.004729937507608238,0.5709938225728772
2021-09,-0.0010127353024886945,0.004568419085593551,0.8245616099493152
2021-10,-0.001394598508293641,0.005319868155523917,0.7932065140774192
2021-11,0.0012661110768226753,0.006714619941849075,0.8504374124901883
2021-12,0.005393145237283622,0.007783398625628144,0.48837002537522467
2022-01,0.0029310127703468143,0.007056612785487897,0.6778806573755308
2022-02,0.0015533348283297893,0.007721414020645904,0.8405638287835087
2022-03,0.0037182878034814487,0.008267313129094594,0.6528851557641535
2022-04,0.004128834959146936,0.006928814338229539,0.5512464208941701
2022-05,0.0011543958292829799,0.005047315121639556,0.8190905661854204
2022-06,-0.0016001569432427427,0.0036458784532733225,0.6607377948387361
2022-07,-0.0012332386147090044,0.0028768157874635926,0.6681547959618932
2022-08,-0.002990716332679227,0.0031146151250501155,0.33694440661854796
2022-09,-0.007013353238821653,0.004804756149885718,0.14438108659340318
2022-10,-0.010943916184770253,0.004729168518443965,0.020660529164881283
2022-11,-0.012035594242523939,0.0038336108593973574,0.001692404903622229
2022-12,-0.012092987042173722,0.0036735110611535726,0.0009949796636910665
