primary_tag,entry_month,time_index,post_chatgpt,exposure_index,high_tag,n_repeaters,high_intensity_repeat_core_share,mean_answers_365d_repeaters,mean_active_months_365d_repeaters,mean_log_answers_365d_repeaters,high_post,exposure_post
android,2023-05,41,1,-0.5824723369899437,0,83,0.08433734939759036,2.9156626506024095,2.108433734939759,1.2982947986801687,0,-0.5824723369899437
android,2023-06,42,1,-0.5824723369899437,0,89,0.056179775280898875,3.0112359550561796,1.9213483146067416,1.2780838210064587,0,-0.5824723369899437
android,2023-07,43,1,-0.5824723369899437,0,81,0.07407407407407407,2.765432098765432,2.0123456790123457,1.269993339314561,0,-0.5824723369899437
android,2023-08,44,1,-0.5824723369899437,0,86,0.10465116279069768,3.186046511627907,2.0348837209302326,1.3158262538445404,0,-0.5824723369899437
android,2023-09,45,1,-0.5824723369899437,0,71,0.07042253521126761,2.943661971830986,2.0,1.2765097917784327,0,-0.5824723369899437
android,2023-10,46,1,-0.5824723369899437,0,75,0.13333333333333333,3.2533333333333334,2.2,1.3602116872083474,0,-0.5824723369899437
android,2023-11,47,1,-0.5824723369899437,0,56,0.03571428571428571,3.0535714285714284,1.9464285714285714,1.2533099653639308,0,-0.5824723369899437
android,2023-12,48,1,-0.5824723369899437,0,57,0.08771929824561403,3.8421052631578947,2.1228070175438596,1.361205129385788,0,-0.5824723369899437
android,2024-01,49,1,-0.5824723369899437,0,61,0.04918032786885246,3.098360655737705,1.901639344262295,1.2920905462761818,0,-0.5824723369899437
android,2024-02,50,1,-0.5824723369899437,0,51,0.0392156862745098,2.4901960784313726,1.8627450980392157,1.2132080165329158,0,-0.5824723369899437
android,2024-03,51,1,-0.5824723369899437,0,47,0.02127659574468085,3.0851063829787235,1.851063829787234,1.3074078643682556,0,-0.5824723369899437
android,2024-04,52,1,-0.5824723369899437,0,40,0.025,2.875,1.775,1.1929064665161024,0,-0.5824723369899437
android,2024-05,53,1,-0.5824723369899437,0,34,0.029411764705882353,2.7941176470588234,1.7352941176470589,1.2677724100047518,0,-0.5824723369899437
android,2024-06,54,1,-0.5824723369899437,0,21,0.047619047619047616,2.9047619047619047,2.1904761904761907,1.300009823104628,0,-0.5824723369899437
android,2024-07,55,1,-0.5824723369899437,0,36,0.0,2.388888888888889,1.8611111111111112,1.2021837590918427,0,-0.5824723369899437
android,2024-08,56,1,-0.5824723369899437,0,29,0.06896551724137931,2.7586206896551726,1.9655172413793103,1.2903762334613065,0,-0.5824723369899437
android,2024-09,57,1,-0.5824723369899437,0,20,0.0,2.55,1.75,1.2307314469973518,0,-0.5824723369899437
android,2024-10,58,1,-0.5824723369899437,0,33,0.06060606060606061,2.8181818181818183,1.878787878787879,1.2726570146013418,0,-0.5824723369899437
android,2024-11,59,1,-0.5824723369899437,0,21,0.0,2.619047619047619,1.4761904761904763,1.2561055967718282,0,-0.5824723369899437
android,2024-12,60,1,-0.5824723369899437,0,19,0.0,2.263157894736842,1.9473684210526316,1.1709213329376535,0,-0.5824723369899437
apache-spark,2020-01,1,0,0.6785814699695615,1,119,0.5378151260504201,19.168067226890756,4.689075630252101,2.3020335062380672,0,0.0
apache-spark,2020-02,2,0,0.6785814699695615,1,76,0.34210526315789475,8.81578947368421,3.039473684210526,1.7336944918541253,0,0.0
apache-spark,2020-03,3,0,0.6785814699695615,1,46,0.1956521739130435,6.304347826086956,2.391304347826087,1.619130314981794,0,0.0
apache-spark,2020-04,4,0,0.6785814699695615,1,64,0.25,12.0625,2.609375,1.6718297489727663,0,0.0
apache-spark,2020-05,5,0,0.6785814699695615,1,47,0.2553191489361702,9.76595744680851,2.4680851063829787,1.6481967163997522,0,0.0
apache-spark,2020-06,6,0,0.6785814699695615,1,35,0.22857142857142856,7.0,2.6,1.6432637998499524,0,0.0
apache-spark,2020-07,7,0,0.6785814699695615,1,38,0.18421052631578946,5.7631578947368425,2.5526315789473686,1.6177382343504123,0,0.0
apache-spark,2020-08,8,0,0.6785814699695615,1,34,0.20588235294117646,6.147058823529412,2.4705882352941178,1.6399866895667177,0,0.0
apache-spark,2020-09,9,0,0.6785814699695615,1,33,0.15151515151515152,4.606060606060606,2.3333333333333335,1.4930281044547753,0,0.0
apache-spark,2020-10,10,0,0.6785814699695615,1,38,0.15789473684210525,6.7368421052631575,2.3947368421052633,1.551939365558993,0,0.0
apache-spark,2020-11,11,0,0.6785814699695615,1,30,0.06666666666666667,3.6333333333333333,1.8333333333333333,1.369698237889678,0,0.0
apache-spark,2020-12,12,0,0.6785814699695615,1,18,0.16666666666666666,6.055555555555555,2.5,1.5579235841535508,0,0.0
apache-spark,2021-01,13,0,0.6785814699695615,1,21,0.14285714285714285,3.9523809523809526,2.0,1.3953157665383737,0,0.0
apache-spark,2021-02,14,0,0.6785814699695615,1,15,0.13333333333333333,5.0,2.2666666666666666,1.5514415110561728,0,0.0
apache-spark,2021-03,15,0,0.6785814699695615,1,19,0.15789473684210525,3.789473684210526,2.526315789473684,1.4152127976828623,0,0.0
apache-spark,2021-04,16,0,0.6785814699695615,1,26,0.23076923076923078,4.961538461538462,2.576923076923077,1.5416801779465563,0,0.0
apache-spark,2021-05,17,0,0.6785814699695615,1,20,0.2,9.25,2.65,1.6038242413088242,0,0.0
apache-spark,2021-06,18,0,0.6785814699695615,1,18,0.2777777777777778,5.5,2.2777777777777777,1.6218380844425784,0,0.0
apache-spark,2021-07,19,0,0.6785814699695615,1,28,0.10714285714285714,3.5714285714285716,2.0357142857142856,1.3872704562738802,0,0.0
apache-spark,2021-08,20,0,0.6785814699695615,1,13,0.07692307692307693,3.8461538461538463,2.230769230769231,1.444664685356607,0,0.0
apache-spark,2021-09,21,0,0.6785814699695615,1,22,0.13636363636363635,6.7727272727272725,2.5454545454545454,1.5645307463486324,0,0.0
apache-spark,2021-10,22,0,0.6785814699695615,1,21,0.23809523809523808,12.142857142857142,2.761904761904762,1.6901264100487285,0,0.0
apache-spark,2021-11,23,0,0.6785814699695615,1,22,0.2727272727272727,5.0,2.8181818181818183,1.5317705668790786,0,0.0
apache-spark,2021-12,24,0,0.6785814699695615,1,14,0.14285714285714285,6.428571428571429,2.2142857142857144,1.6760980656042979,0,0.0
apache-spark,2022-01,25,0,0.6785814699695615,1,12,0.16666666666666666,4.333333333333333,2.4166666666666665,1.4475525018248907,0,0.0
apache-spark,2022-02,26,0,0.6785814699695615,1,17,0.29411764705882354,3.5294117647058822,2.235294117647059,1.424221447855231,0,0.0
apache-spark,2022-03,27,0,0.6785814699695615,1,21,0.09523809523809523,3.619047619047619,2.142857142857143,1.39177043967775,0,0.0
apache-spark,2022-04,28,0,0.6785814699695615,1,15,0.06666666666666667,3.0,1.9333333333333333,1.3156285199373814,0,0.0
apache-spark,2022-05,29,0,0.6785814699695615,1,20,0.05,3.25,2.0,1.390043976874958,0,0.0
apache-spark,2022-06,30,0,0.6785814699695615,1,21,0.09523809523809523,2.7142857142857144,2.0476190476190474,1.248015166448238,0,0.0
apache-spark,2022-07,31,0,0.6785814699695615,1,18,0.2222222222222222,5.611111111111111,2.611111111111111,1.5496302647317364,0,0.0
apache-spark,2022-08,32,0,0.6785814699695615,1,11,0.18181818181818182,5.545454545454546,2.4545454545454546,1.4862707976697005,0,0.0
apache-spark,2022-09,33,0,0.6785814699695615,1,12,0.3333333333333333,3.6666666666666665,2.75,1.4569965589338076,0,0.0
apache-spark,2022-10,34,0,0.6785814699695615,1,16,0.25,4.5625,2.5625,1.5193793748217073,0,0.0
apache-spark,2022-11,35,0,0.6785814699695615,1,12,0.16666666666666666,7.333333333333333,1.9166666666666667,1.527498353602774,0,0.0
apache-spark,2022-12,36,1,0.6785814699695615,1,14,0.14285714285714285,3.0,2.0,1.3117058424934978,1,0.6785814699695615
apache-spark,2023-01,37,1,0.6785814699695615,1,8,0.25,7.25,3.0,1.8014081740644463,1,0.6785814699695615
apache-spark,2023-02,38,1,0.6785814699695615,1,9,0.3333333333333333,6.777777777777778,2.7777777777777777,1.6057620877200915,1,0.6785814699695615
apache-spark,2023-03,39,1,0.6785814699695615,1,9,0.2222222222222222,7.555555555555555,2.4444444444444446,1.7380480037955972,1,0.6785814699695615
apache-spark,2023-04,40,1,0.6785814699695615,1,3,0.0,2.3333333333333335,2.0,1.1945063128187032,1,0.6785814699695615
apache-spark,2023-05,41,1,0.6785814699695615,1,8,0.0,2.5,2.125,1.2263186946096074,1,0.6785814699695615
apache-spark,2023-06,42,1,0.6785814699695615,1,6,0.0,2.1666666666666665,1.1666666666666667,1.1465593007434067,1,0.6785814699695615
apache-spark,2023-07,43,1,0.6785814699695615,1,8,0.625,19.75,4.625,2.119042789221328,1,0.6785814699695615
apache-spark,2023-08,44,1,0.6785814699695615,1,4,0.0,3.75,1.5,1.5100636778193535,1,0.6785814699695615
apache-spark,2023-09,45,1,0.6785814699695615,1,5,0.0,2.4,1.4,1.2136851176488221,1,0.6785814699695615
apache-spark,2023-10,46,1,0.6785814699695615,1,8,0.125,3.125,1.875,1.3929499254347422,1,0.6785814699695615
apache-spark,2023-11,47,1,0.6785814699695615,1,5,0.2,3.0,2.2,1.2947781392704552,1,0.6785814699695615
apache-spark,2023-12,48,1,0.6785814699695615,1,4,0.0,2.5,2.0,1.2424533248940002,1,0.6785814699695615
apache-spark,2024-01,49,1,0.6785814699695615,1,5,0.2,2.6,1.8,1.2372417247800989,1,0.6785814699695615
apache-spark,2024-02,50,1,0.6785814699695615,1,10,0.2,5.1,2.2,1.5585101102421268,1,0.6785814699695615
apache-spark,2024-03,51,1,0.6785814699695615,1,5,0.2,5.4,2.4,1.5591293072669188,1,0.6785814699695615
apache-spark,2024-04,52,1,0.6785814699695615,1,5,0.0,2.4,1.4,1.2136851176488221,1,0.6785814699695615
apache-spark,2024-05,53,1,0.6785814699695615,1,2,0.0,4.0,2.0,1.5890269151739727,1,0.6785814699695615
apache-spark,2024-06,54,1,0.6785814699695615,1,4,0.0,2.75,2.25,1.2982392127225526,1,0.6785814699695615
apache-spark,2024-07,55,1,0.6785814699695615,1,5,0.2,4.4,2.6,1.5664028361010938,1,0.6785814699695615
apache-spark,2024-08,56,1,0.6785814699695615,1,3,0.0,3.0,1.3333333333333333,1.3647815207407001,1,0.6785814699695615
apache-spark,2024-10,58,1,0.6785814699695615,1,4,0.0,2.5,1.5,1.2424533248940002,1,0.6785814699695615
apache-spark,2024-11,59,1,0.6785814699695615,1,3,0.0,4.0,1.6666666666666667,1.5728329570983648,1,0.6785814699695615
apache-spark,2024-12,60,1,0.6785814699695615,1,3,0.0,2.3333333333333335,2.0,1.1945063128187032,1,0.6785814699695615
bash,2020-01,1,0,0.4267372425853595,1,173,0.5606936416184971,31.46820809248555,5.861271676300578,2.5146918183058578,0,0.0
bash,2020-02,2,0,0.4267372425853595,1,88,0.2840909090909091,5.693181818181818,3.0795454545454546,1.6063711359520987,0,0.0
bash,2020-03,3,0,0.4267372425853595,1,68,0.3235294117647059,6.3088235294117645,3.4705882352941178,1.7168152796084437,0,0.0
bash,2020-04,4,0,0.4267372425853595,1,65,0.18461538461538463,4.276923076923077,2.4,1.4843983296801417,0,0.0
bash,2020-05,5,0,0.4267372425853595,1,52,0.25,6.384615384615385,2.7884615384615383,1.6445254457385443,0,0.0
bash,2020-06,6,0,0.4267372425853595,1,46,0.17391304347826086,4.956521739130435,2.4130434782608696,1.4205711057604598,0,0.0
bash,2020-07,7,0,0.4267372425853595,1,39,0.23076923076923078,11.205128205128204,2.717948717948718,1.6147752582204802,0,0.0
bash,2020-08,8,0,0.4267372425853595,1,43,0.16279069767441862,4.534883720930233,2.2790697674418605,1.4589636244479791,0,0.0
bash,2020-09,9,0,0.4267372425853595,1,36,0.1111111111111111,3.7222222222222223,2.138888888888889,1.4139850808616872,0,0.0
bash,2020-10,10,0,0.4267372425853595,1,30,0.16666666666666666,4.033333333333333,2.566666666666667,1.432384735517997,0,0.0
bash,2020-11,11,0,0.4267372425853595,1,27,0.07407407407407407,3.037037037037037,2.1481481481481484,1.3407430035445929,0,0.0
bash,2020-12,12,0,0.4267372425853595,1,31,0.06451612903225806,3.5483870967741935,2.225806451612903,1.4244399515866073,0,0.0
bash,2021-01,13,0,0.4267372425853595,1,32,0.1875,4.21875,2.59375,1.4302544038422074,0,0.0
bash,2021-02,14,0,0.4267372425853595,1,29,0.13793103448275862,3.3448275862068964,2.1724137931034484,1.3672430566046758,0,0.0
bash,2021-03,15,0,0.4267372425853595,1,35,0.14285714285714285,3.2285714285714286,2.2,1.3539101336527788,0,0.0
bash,2021-04,16,0,0.4267372425853595,1,26,0.19230769230769232,3.769230769230769,2.423076923076923,1.4251700848073396,0,0.0
bash,2021-05,17,0,0.4267372425853595,1,23,0.13043478260869565,3.0869565217391304,2.1739130434782608,1.353255968716095,0,0.0
bash,2021-06,18,0,0.4267372425853595,1,25,0.08,3.04,2.2,1.3432649221316595,0,0.0
bash,2021-07,19,0,0.4267372425853595,1,19,0.21052631578947367,4.947368421052632,2.736842105263158,1.5929339703370375,0,0.0
bash,2021-08,20,0,0.4267372425853595,1,19,0.2631578947368421,7.947368421052632,2.6842105263157894,1.64537552125677,0,0.0
bash,2021-09,21,0,0.4267372425853595,1,13,0.23076923076923078,14.23076923076923,3.1538461538461537,1.5907470857425412,0,0.0
bash,2021-10,22,0,0.4267372425853595,1,31,0.25806451612903225,11.161290322580646,2.4516129032258065,1.5854196695470295,0,0.0
bash,2021-11,23,0,0.4267372425853595,1,22,0.09090909090909091,3.227272727272727,2.227272727272727,1.3407923119333367,0,0.0
bash,2021-12,24,0,0.4267372425853595,1,13,0.23076923076923078,3.769230769230769,2.3846153846153846,1.4708898074312684,0,0.0
bash,2022-01,25,0,0.4267372425853595,1,22,0.13636363636363635,3.5454545454545454,2.227272727272727,1.332048134994816,0,0.0
bash,2022-02,26,0,0.4267372425853595,1,19,0.15789473684210525,3.4210526315789473,2.1052631578947367,1.3740149377223554,0,0.0
bash,2022-03,27,0,0.4267372425853595,1,24,0.08333333333333333,3.3333333333333335,2.0416666666666665,1.3136016037190505,0,0.0
bash,2022-04,28,0,0.4267372425853595,1,21,0.047619047619047616,3.238095238095238,2.0,1.3537851522343587,0,0.0
bash,2022-05,29,0,0.4267372425853595,1,25,0.04,2.64,1.92,1.2508336477237305,0,0.0
bash,2022-06,30,0,0.4267372425853595,1,16,0.0625,3.0,2.25,1.242985113686339,0,0.0
bash,2022-07,31,0,0.4267372425853595,1,24,0.125,3.8333333333333335,2.2083333333333335,1.4254263213630776,0,0.0
bash,2022-08,32,0,0.4267372425853595,1,15,0.2,5.333333333333333,2.066666666666667,1.4960192437629602,0,0.0
bash,2022-09,33,0,0.4267372425853595,1,17,0.058823529411764705,10.882352941176471,2.176470588235294,1.473909511307416,0,0.0
bash,2022-10,34,0,0.4267372425853595,1,9,0.2222222222222222,3.7777777777777777,2.2222222222222223,1.480563958205113,0,0.0
bash,2022-11,35,0,0.4267372425853595,1,12,0.16666666666666666,3.6666666666666665,2.0,1.396203656872906,0,0.0
bash,2022-12,36,1,0.4267372425853595,1,15,0.26666666666666666,3.2666666666666666,2.2,1.3807201801148712,1,0.4267372425853595
bash,2023-01,37,1,0.4267372425853595,1,6,0.16666666666666666,3.8333333333333335,1.5,1.448244068726115,1,0.4267372425853595
bash,2023-02,38,1,0.4267372425853595,1,8,0.0,2.625,1.75,1.2622789536660801,1,0.4267372425853595
bash,2023-03,39,1,0.4267372425853595,1,5,0.0,2.2,1.4,1.156148703158466,1,0.4267372425853595
bash,2023-04,40,1,0.4267372425853595,1,8,0.0,2.125,1.875,1.1345725477245825,1,0.4267372425853595
bash,2023-05,41,1,0.4267372425853595,1,7,0.0,2.0,1.7142857142857142,1.0986122886681098,1,0.4267372425853595
bash,2023-06,42,1,0.4267372425853595,1,6,0.0,2.1666666666666665,1.5,1.1465593007434067,1,0.4267372425853595
bash,2023-07,43,1,0.4267372425853595,1,4,0.0,3.25,1.5,1.3438196019210413,1,0.4267372425853595
bash,2023-08,44,1,0.4267372425853595,1,3,0.3333333333333333,3.3333333333333335,2.0,1.3810449087971775,1,0.4267372425853595
bash,2023-09,45,1,0.4267372425853595,1,4,0.0,4.0,1.5,1.5222612188617115,1,0.4267372425853595
bash,2023-10,46,1,0.4267372425853595,1,6,0.3333333333333333,3.8333333333333335,2.6666666666666665,1.4931328910233794,1,0.4267372425853595
bash,2023-11,47,1,0.4267372425853595,1,4,0.25,3.25,2.25,1.3823572718778558,1,0.4267372425853595
bash,2023-12,48,1,0.4267372425853595,1,3,0.3333333333333333,4.333333333333333,3.0,1.647214140869768,1,0.4267372425853595
bash,2024-01,49,1,0.4267372425853595,1,4,0.0,2.25,1.5,1.170532806781055,1,0.4267372425853595
bash,2024-02,50,1,0.4267372425853595,1,4,0.0,2.25,1.75,1.170532806781055,1,0.4267372425853595
bash,2024-03,51,1,0.4267372425853595,1,2,0.5,3.5,2.5,1.4451858789480823,1,0.4267372425853595
bash,2024-04,52,1,0.4267372425853595,1,2,0.5,4.5,3.5,1.5890269151739727,1,0.4267372425853595
bash,2024-05,53,1,0.4267372425853595,1,2,0.0,2.5,1.5,1.2424533248940002,1,0.4267372425853595
bash,2024-06,54,1,0.4267372425853595,1,2,0.0,3.0,1.5,1.3862943611198906,1,0.4267372425853595
bash,2024-08,56,1,0.4267372425853595,1,1,0.0,5.0,1.0,1.791759469228055,1,0.4267372425853595
bash,2024-09,57,1,0.4267372425853595,1,1,0.0,4.0,3.0,1.6094379124341003,1,0.4267372425853595
bash,2024-10,58,1,0.4267372425853595,1,2,0.0,3.5,2.0,1.4451858789480823,1,0.4267372425853595
bash,2024-12,60,1,0.4267372425853595,1,1,0.0,2.0,1.0,1.0986122886681098,1,0.4267372425853595
docker,2020-01,1,0,-2.067518990036933,0,211,0.3412322274881517,11.966824644549764,3.6018957345971563,1.819467046926781,0,-0.0
docker,2020-02,2,0,-2.067518990036933,0,175,0.24,5.457142857142857,2.8057142857142856,1.5895885427110605,0,-0.0
docker,2020-03,3,0,-2.067518990036933,0,146,0.2054794520547945,5.438356164383562,2.76027397260274,1.551943721141407,0,-0.0
docker,2020-04,4,0,-2.067518990036933,0,160,0.18125,4.85625,2.50625,1.509457381398866,0,-0.0
docker,2020-05,5,0,-2.067518990036933,0,160,0.11875,3.49375,2.15625,1.3666074111145061,0,-0.0
docker,2020-06,6,0,-2.067518990036933,0,143,0.13286713286713286,3.762237762237762,2.2097902097902096,1.4281789312818238,0,-0.0
docker,2020-07,7,0,-2.067518990036933,0,125,0.144,4.696,2.28,1.4839086575251572,0,-0.0
docker,2020-08,8,0,-2.067518990036933,0,96,0.13541666666666666,3.96875,2.25,1.45261723529997,0,-0.0
docker,2020-09,9,0,-2.067518990036933,0,93,0.06451612903225806,2.849462365591398,1.935483870967742,1.2897495743313088,0,-0.0
docker,2020-10,10,0,-2.067518990036933,0,87,0.08045977011494253,3.5057471264367814,2.0804597701149423,1.3200087924012773,0,-0.0
docker,2020-11,11,0,-2.067518990036933,0,83,0.13253012048192772,4.0,2.3373493975903616,1.4130155870389474,0,-0.0
docker,2020-12,12,0,-2.067518990036933,0,66,0.18181818181818182,3.4393939393939394,2.393939393939394,1.4109784168336021,0,-0.0
docker,2021-01,13,0,-2.067518990036933,0,83,0.0963855421686747,3.325301204819277,2.0481927710843375,1.329912878909495,0,-0.0
docker,2021-02,14,0,-2.067518990036933,0,82,0.08536585365853659,3.268292682926829,1.9268292682926829,1.329321068300389,0,-0.0
docker,2021-03,15,0,-2.067518990036933,0,82,0.10975609756097561,5.109756097560975,2.317073170731707,1.4530518218688953,0,-0.0
docker,2021-04,16,0,-2.067518990036933,0,84,0.10714285714285714,3.9761904761904763,2.1785714285714284,1.3651983075188157,0,-0.0
docker,2021-05,17,0,-2.067518990036933,0,74,0.05405405405405406,4.054054054054054,2.1216216216216215,1.3181330429929177,0,-0.0
docker,2021-06,18,0,-2.067518990036933,0,63,0.14285714285714285,8.841269841269842,2.5238095238095237,1.4308938686594754,0,-0.0
docker,2021-07,19,0,-2.067518990036933,0,58,0.05172413793103448,3.1551724137931036,2.0172413793103448,1.3012748968875507,0,-0.0
docker,2021-08,20,0,-2.067518990036933,0,79,0.05063291139240506,2.8227848101265822,2.037974683544304,1.274797276603078,0,-0.0
docker,2021-09,21,0,-2.067518990036933,0,69,0.07246376811594203,2.5942028985507246,2.0434782608695654,1.2328075682490673,0,-0.0
docker,2021-10,22,0,-2.067518990036933,0,70,0.05714285714285714,2.8857142857142857,1.8857142857142857,1.2903159292276571,0,-0.0
docker,2021-11,23,0,-2.067518990036933,0,66,0.030303030303030304,3.242424242424242,1.893939393939394,1.287279452420184,0,-0.0
docker,2021-12,24,0,-2.067518990036933,0,79,0.0379746835443038,2.8987341772151898,2.1012658227848102,1.304767945525257,0,-0.0
docker,2022-01,25,0,-2.067518990036933,0,56,0.07142857142857142,3.7857142857142856,2.125,1.3353944856228803,0,-0.0
docker,2022-02,26,0,-2.067518990036933,0,69,0.08695652173913043,2.7681159420289854,1.9855072463768115,1.257114627860021,0,-0.0
docker,2022-03,27,0,-2.067518990036933,0,67,0.05970149253731343,3.1641791044776117,2.1194029850746268,1.3072699211372203,0,-0.0
docker,2022-04,28,0,-2.067518990036933,0,52,0.057692307692307696,3.673076923076923,2.0576923076923075,1.3341634010074388,0,-0.0
docker,2022-05,29,0,-2.067518990036933,0,54,0.1111111111111111,2.814814814814815,2.111111111111111,1.2944554758894755,0,-0.0
docker,2022-06,30,0,-2.067518990036933,0,64,0.078125,3.3125,2.078125,1.2927857189976675,0,-0.0
docker,2022-07,31,0,-2.067518990036933,0,77,0.1038961038961039,3.9740259740259742,2.0259740259740258,1.3343691656709127,0,-0.0
docker,2022-08,32,0,-2.067518990036933,0,70,0.014285714285714285,2.6,1.9428571428571428,1.2492031713734335,0,-0.0
docker,2022-09,33,0,-2.067518990036933,0,64,0.046875,3.015625,1.84375,1.264907971481762,0,-0.0
docker,2022-10,34,0,-2.067518990036933,0,53,0.07547169811320754,3.2452830188679247,1.9811320754716981,1.2701486815537701,0,-0.0
docker,2022-11,35,0,-2.067518990036933,0,54,0.09259259259259259,3.814814814814815,2.1296296296296298,1.3195301703135807,0,-0.0
