entrant_type,n_entrants,mean_tenure_days,mean_prior_posts,mean_prior_answers,mean_prior_questions
brand_new_platform,66971,0.0,0.0,0.0,0.0
established_cross_tag,87823,2219.4028964678173,63.0605877731346,50.13429283900573,12.764355578834701
low_tenure_existing,6921,19.131102353053908,2.600491258488658,1.6647883253865048,0.9357029331021529
