group,period,ask_questions,ask_high_tag_share,ask_exposure_index_mean,answer_count_total,accepted_current_total,answer_exposure_index_wavg
control,post6,0.4401114206128134,0.266016713091922,0.18648031504656679,0.20612813370473537,0.11142061281337047,0.4034672161255244
control,pre6,0.943342776203966,0.6536827195467422,0.2750976455032033,0.20538243626062322,0.11048158640226628,0.39591177075625117
treated,post6,1.1001371742112482,0.6719642040629695,0.23583325214363438,0.33058984910836764,0.1289437585733882,0.3603435118672436
treated,pre6,0.9825918762088974,0.5989684074790458,0.25631341670306157,0.3230174081237911,0.11992263056092843,0.41491505551782415
