feature,treated_mean,control_mean,smd
log_pre_ask_questions,0.7776948827153847,0.7144677691464649,0.1125772055641763
pre_ask_high_tag_share,0.579443377172616,0.8905116550353627,-0.7707002540877604
pre_ask_exposure_index_mean,0.16030045496141185,0.3164771934275611,-0.44393534863672135
log_pre_answer_count_total,0.8206881992216121,0.22972994763412144,0.49816009005281364
pre_answer_exposure_index_wavg,0.10981784870639838,0.020947040890902317,0.39196566378143477
first_active_month_index,615.9526143790849,627.2879111490815,-0.6844648364810565
