feature,treated_mean,control_mean,smd
log_pre_ask_questions,0.6034999623411755,0.6266672209819812,-0.035186780609854904
pre_ask_high_tag_share,0.4696969696969697,0.6067415730337079,-0.27752743241397076
pre_ask_exposure_index_mean,0.17256568863034305,0.22382833984929226,-0.15987554433094087
log_pre_answer_count_total,1.5873157037636347,1.1797436826332872,0.23641855731569503
pre_answer_exposure_index_wavg,0.20853062436169806,0.15549956755635067,0.16510590416518442
first_active_month_index,609.2424242424242,613.7752808988764,-0.28417872836330965
