sample,outcome,coef_is_ai,se_is_ai,pval_is_ai,nobs,n_repos,n_months
overlap_repos,first_review_7d,0.40748744278698823,0.02968377264088622,6.937869616000054e-43,16395,816,8
overlap_repos,approved_30d,0.24144721110146677,0.030035438855889746,9.07637999633824e-16,16395,816,8
overlap_repos,changes_requested_30d,0.04722849696437026,0.006248006750761607,4.062728952454696e-14,16395,816,8
overlap_repos,merged_30d,-0.22365965539887353,0.030672017065319624,3.0543839798448537e-13,16395,816,8
