treated_user_id,control_user_id,first_direct_ai_month_index,first_direct_ai_month,distance
9414122,5749,605,2020-06,0.0
10456525,1792858,609,2020-10,8.836010821716693e-06
16882363,672,622,2021-11,0.0
2293224,4544413,625,2022-02,0.0
9495110,201657,626,2022-03,0.0
11410327,14033963,626,2022-03,0.0
1672528,4594,631,2022-08,0.0
3591044,261112,631,2022-08,0.0
395857,7648881,632,2022-09,0.0
13071024,121595,632,2022-09,0.0
10137046,404,633,2022-10,0.0
17646343,702846,633,2022-10,0.0
139150,9776699,634,2022-11,0.05353297213998027
19152117,246241,634,2022-11,0.0
2636579,76701,635,2022-12,0.0
2851791,79470,635,2022-12,0.5642033432968039
4653234,190791,635,2022-12,0.5642076632221507
7954236,372429,635,2022-12,0.5642119832144807
9286924,316082,635,2022-12,0.002498519753767558
9802837,271388,635,2022-12,0.0
12792811,841614,635,2022-12,0.5642036690003368
13745926,930071,635,2022-12,0.5642079890796053
17313891,1031219,635,2022-12,0.5642123092258615
17789855,1085068,635,2022-12,0.5642166294391061
18206236,1341024,635,2022-12,0.5642209497193417
18678344,2079023,635,2022-12,0.0
19239218,1662932,635,2022-12,0.5642118622776757
19730434,151312,635,2022-12,0.0
20258209,1671693,635,2022-12,0.5642188324710224
20379683,1709792,635,2022-12,0.5642231529129985
20626408,2105339,635,2022-12,0.5642274734219713
20729325,2134767,635,2022-12,0.5642317939979425
20739566,2594171,635,2022-12,0.5642361146409138
20754697,2727028,635,2022-12,0.5642404353508871
20802280,2740831,635,2022-12,0.5642447561278632
20827289,2741711,635,2022-12,0.5642490769718441
20843706,2985753,635,2022-12,0.5642533978828319
20898155,3099733,635,2022-12,0.5642577188608269
169992,218349,636,2023-01,0.05633568740890581
533912,147202,636,2023-01,0.555435939251985
1826066,20358,636,2023-01,0.0
3137471,150684,636,2023-01,0.555438219993239
3824084,261112,636,2023-01,0.5554425605578734
5145944,42911,636,2023-01,0.0
7349509,279591,636,2023-01,0.5554541210629959
10333120,10756,636,2023-01,0.0
12368370,122313,636,2023-01,0.0
12509961,427494,636,2023-01,0.5554495694314223
15380112,712605,636,2023-01,0.5554539102565653
15605719,822896,636,2023-01,0.5554582511503996
15812432,831264,636,2023-01,0.5554625921129266
16379770,561710,636,2023-01,0.0
17127546,1073476,636,2023-01,0.5554681457781695
17564315,22136,636,2023-01,0.0
19235423,3561,636,2023-01,0.0
19528122,1676638,636,2023-01,0.0
20197177,1184899,636,2023-01,0.5554821455824206
20200925,3331,636,2023-01,0.0
20920901,1192246,636,2023-01,0.555492031097171
20922286,1357340,636,2023-01,0.555496372641404
20933159,1429402,636,2023-01,0.5555007142543453
20933237,1488274,636,2023-01,0.5555050559359972
20941855,1528840,636,2023-01,0.5555093976863602
20941867,1536437,636,2023-01,0.5555137395054376
20948266,1539757,636,2023-01,0.5555180813932302
21062602,1779114,636,2023-01,0.55552242334974
21074993,1851402,636,2023-01,0.5555267653749681
21089052,2042389,636,2023-01,0.5555311074689162
21092109,2088697,636,2023-01,0.5555354496315859
