specification,break_month,variant,term,coef,se,pval
novice_entry_share,2022-02,level_and_slope,exposure_break_post,4.7453481836167e-05,0.0036692264986704155,0.989681382414476
novice_entry_share,2022-02,level_and_slope,exposure_break_slope,-0.001269354291656235,0.0006168151773817077,0.03959812454862495
novice_entry_share,2022-03,level_only,exposure_break_post,0.003676964911559505,0.0016715089217141722,0.027821954893907784
novice_entry_share,2022-03,slope_only,exposure_break_slope,-0.001255925868491971,0.0005522012845115097,0.0229420271927584
novice_entry_share,2022-03,level_and_slope,exposure_break_post,-0.0008207118334646863,0.0036726086541570536,0.823171005440239
novice_entry_share,2022-03,level_and_slope,exposure_break_slope,-0.0012660512127954631,0.0005947688038610411,0.03328370198896484
novice_entry_share,2022-04,level_only,exposure_break_post,0.003652753991683994,0.0017987410541837761,0.04228258485293073
novice_entry_share,2022-04,slope_only,exposure_break_slope,-0.0012493231352900937,0.0005379445413566632,0.02021133411709712
novice_entry_share,2022-04,level_and_slope,exposure_break_post,0.0002464991815216873,0.003470451453230643,0.9433754811446005
novice_entry_share,2022-04,level_and_slope,exposure_break_slope,-0.001247046053971579,0.0005658892888252211,0.027545967973299314
novice_entry_share,2022-05,level_only,exposure_break_post,6.321013736368007e-05,0.002018581537130816,0.9750190168088431
novice_entry_share,2022-05,slope_only,exposure_break_slope,-0.0012379224935185923,0.0005265537331806799,0.018723543505891723
novice_entry_share,2022-05,level_and_slope,exposure_break_post,-0.0023138762699974487,0.0031199013829211744,0.45829914735621724
novice_entry_share,2022-05,level_and_slope,exposure_break_slope,-0.0012525206611777985,0.0005454763537917324,0.021664673018850507
novice_entry_share,2022-06,level_only,exposure_break_post,-0.00289346899331752,0.0020761605216774687,0.1634192644679997
novice_entry_share,2022-06,slope_only,exposure_break_slope,-0.0012248181611565958,0.000517997688025183,0.018053239155504386
novice_entry_share,2022-06,level_and_slope,exposure_break_post,-0.004052136183899209,0.0026996044418165174,0.1333526952959872
novice_entry_share,2022-06,level_and_slope,exposure_break_slope,-0.0012373306922390827,0.0005283743885110301,0.019192596606815656
novice_entry_share,2022-07,level_only,exposure_break_post,-0.0037943834880480513,0.0023907112179320576,0.11248187926280034
novice_entry_share,2022-07,slope_only,exposure_break_slope,-0.0012165962576062275,0.0005114992793179304,0.01738367738821348
novice_entry_share,2022-07,level_and_slope,exposure_break_post,-0.003755641352942621,0.002525382659415209,0.13697326072527116
novice_entry_share,2022-07,level_and_slope,exposure_break_slope,-0.0012162014658880823,0.0005137842736982813,0.017925946684036322
novice_entry_share,2022-08,level_only,exposure_break_post,-0.008507662337043883,0.0032685545581286096,0.009244372298043846
novice_entry_share,2022-08,slope_only,exposure_break_slope,-0.0012003529676656267,0.0005058964847373825,0.017657430405544527
novice_entry_share,2022-08,level_and_slope,exposure_break_post,-0.007340297773016555,0.002909515130010836,0.011640491210460464
novice_entry_share,2022-08,level_and_slope,exposure_break_slope,-0.0011760811989835354,0.0005028627095492257,0.019347239242541146
novice_entry_share,2022-09,level_only,exposure_break_post,-0.008335975777303115,0.0038017773997793057,0.028332443365294193
novice_entry_share,2022-09,slope_only,exposure_break_slope,-0.0011925673939370079,0.0005011197711752116,0.017321796324872348
novice_entry_share,2022-09,level_and_slope,exposure_break_post,-0.006014756076103566,0.0031080552149054218,0.05296387819310224
novice_entry_share,2022-09,level_and_slope,exposure_break_slope,-0.0011514521914473567,0.00048630762230428124,0.01789689106924763
novice_entry_share,2022-10,level_only,exposure_break_post,-0.010132626186131973,0.004640698281023022,0.02900437527934048
novice_entry_share,2022-10,slope_only,exposure_break_slope,-0.0011863729718716827,0.0004968778055220153,0.016956232793803313
novice_entry_share,2022-10,level_and_slope,exposure_break_post,-0.0067842151854522765,0.003542771238178277,0.05549940592213939
novice_entry_share,2022-10,level_and_slope,exposure_break_slope,-0.0011155406486592682,0.0004696874300461237,0.017545609834086373
novice_entry_share,2022-11,level_only,exposure_break_post,-0.011680603438498926,0.005263703150798327,0.026480958712989507
novice_entry_share,2022-11,slope_only,exposure_break_slope,-0.001181363699824119,0.0004940132664243358,0.016786072003605327
novice_entry_share,2022-11,level_and_slope,exposure_break_post,-0.00754883786504802,0.0038972178168362225,0.05274763455570827
novice_entry_share,2022-11,level_and_slope,exposure_break_slope,-0.0010774070747237375,0.0004583399007261043,0.01873951117639765
novice_entry_share,2022-12,level_only,exposure_break_post,-0.011544420036337174,0.00577175570367267,0.04548326732284016
novice_entry_share,2022-12,slope_only,exposure_break_slope,-0.0011834185254524113,0.000490337334594222,0.015801067989420266
novice_entry_share,2022-12,level_and_slope,exposure_break_post,-0.006603693028647184,0.004040731791325267,0.1021997659539346
novice_entry_share,2022-12,level_and_slope,exposure_break_slope,-0.001069614984584111,0.00042963559779699223,0.012789179277575936
accepted_7d_rate,2020-07,level_only,exposure_break_post,-0.0027937436458995396,0.0031246979926519954,0.3712767496753455
accepted_7d_rate,2020-07,slope_only,exposure_break_slope,0.0004000334674323291,0.00069069635692551,0.562471679061394
accepted_7d_rate,2020-07,level_and_slope,exposure_break_post,-0.004755534073158623,0.0031173913956688685,0.12713815130862122
accepted_7d_rate,2020-07,level_and_slope,exposure_break_slope,-0.0005905505445290599,0.00042911953955992473,0.1687624383136339
accepted_7d_rate,2020-08,level_only,exposure_break_post,-0.0033452480462118138,0.002824706517741871,0.2363015971092315
accepted_7d_rate,2020-08,slope_only,exposure_break_slope,0.00043266240246093827,0.0006061032516804743,0.47532443124382584
accepted_7d_rate,2020-08,level_and_slope,exposure_break_post,-0.005053038518958266,0.0023709299548508806,0.03306875837312116
accepted_7d_rate,2020-08,level_and_slope,exposure_break_slope,-0.00044999355231740886,0.000524655536051152,0.3910618256542865
