entrant_type,outcome,coef,se,pval,n_cells,mean_rate,ci_low,ci_high
brand_new_platform,return_365d,-0.03688405632315126,0.008847809434791735,3.063125523240919e-05,956,0.13028990535786905,-0.05422576281534306,-0.01954234983095946
brand_new_platform,one_shot_365d,0.03688405632315212,0.008847809434791494,3.063125523238096e-05,956,0.8697100946421309,0.019542349830960794,0.05422576281534345
established_cross_tag,return_365d,-0.02899461260151199,0.007557113399286551,0.00012468282431028128,975,0.17580184316317912,-0.043806554864113625,-0.014182670338910349
established_cross_tag,one_shot_365d,0.02899461260151279,0.007557113399286498,0.0001246828243102141,975,0.8241981568368208,0.014182670338911255,0.043806554864114326
low_tenure_existing,return_365d,-0.012247939103320397,0.009652608575421969,0.20448618976802968,665,0.20835311427191625,-0.031167051911147454,0.00667117370450666
low_tenure_existing,one_shot_365d,0.01224793910332063,0.009652608575421991,0.20448618976802202,665,0.7916468857280838,-0.006671173704506473,0.03116705191114773
