feature,treated_mean,control_mean,smd
log_pre_ask_questions,0.9385208943284086,0.7735383023666491,0.4361398445295595
pre_ask_high_tag_share,0.821719070403281,0.9424297924297923,-0.39835587335213035
pre_ask_exposure_index_mean,0.24337190158034472,0.32948960498967267,-0.21166990953509102
log_pre_answer_count_total,0.10192639605897934,0.032347493921638416,0.18296872698086478
pre_answer_exposure_index_wavg,0.029575341650235263,0.009195466100364258,0.15996207573124666
first_active_month_index,625.6390977443609,626.5225885225885,-0.055827337881038795
