specification,outcome,break_month,coef_level,pval_level,coef_slope,pval_slope,directional_coef
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2020-09,-0.011523400681812622,0.0937483430471318,-0.0023980146057618295,0.05660026685096901,-0.0023980146057618295
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2020-10,-0.012260839204180722,0.03599722860854912,-0.0020301513586919555,0.04299977690117757,-0.0020301513586919555
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2020-11,-0.012139153864280815,0.027590367373528137,-0.0016415951465127922,0.06536956246828046,-0.0016415951465127922
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2020-12,-0.00934950496403366,0.027351245842483978,-0.0011037314531102125,0.10579954039097311,-0.0011037314531102125
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-01,-0.009611557330293034,0.04144635068761251,-0.0009321422080219485,0.12962234310955986,-0.0009321422080219485
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-02,-0.008686669471888389,0.08138252193387048,-0.000693356615523797,0.19649699549410105,-0.000693356615523797
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-03,-0.011338415262567049,0.020507323181472654,-0.0007150201845434525,0.10636803328770217,-0.0007150201845434525
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-04,-0.012445810860053084,0.006983207601885418,-0.0005989978957727371,0.11596611123034936,-0.0005989978957727371
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-05,-0.011238593104131363,0.012197420039958029,-0.00039292341878304594,0.23827154176509402,-0.00039292341878304594
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-06,-0.010216148397551722,0.04974802485181699,-0.00022896197131757806,0.46457765563823783,-0.00022896197131757806
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-07,-0.008345148927998269,0.09012797439192477,-6.738888164430761e-05,0.798114866054009,-6.738888164430761e-05
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-08,-0.004885759062841472,0.3147653280853142,0.00010330709328759571,0.6396807548976053,0.00010330709328759571
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-09,-0.0036205877250965325,0.4738731098619223,0.00017304538542001189,0.35801030149067836,0.00017304538542001189
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-10,-0.0034723248928755323,0.4666013649422609,0.00020338457005701283,0.17373315724669103,0.00020338457005701283
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-11,-0.0021765605502728144,0.6288229386083293,0.0002462525652874592,0.049110589299781154,0.0002462525652874592
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2021-12,-0.0019059440716290917,0.6794150378157533,0.00026269012824345605,0.03371092517047114,0.00026269012824345605
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-01,-0.002324671845685768,0.6175380570156042,0.0002721277861851821,0.028419449026421996,0.0002721277861851821
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-02,-0.002145771011000125,0.633405741842319,0.00029022719396493705,0.03422748159425674,0.00029022719396493705
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-03,-0.0018785049403900905,0.6802939324139808,0.0003059917913664509,0.04823181616435605,0.0003059917913664509
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-04,0.0009039248828940125,0.8498839846082041,0.00030933623386425344,0.07587063780617342,0.00030933623386425344
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-05,0.001266548528820419,0.7717627297468057,0.00030280434774736085,0.11969481357807009,0.00030280434774736085
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-06,0.0035924042689382874,0.3903465161957267,0.00027247610422911277,0.20474708231517824,0.00027247610422911277
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-07,0.0030701093548700944,0.5349243245499289,0.0002584060702673242,0.2809286875284158,0.0002584060702673242
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-08,0.006691268141224588,0.025412736394202485,0.00018094906132525625,0.4575918342091799,0.00018094906132525625
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-09,0.0070498932683900955,0.02404160934565872,0.00013030316787662234,0.6157495114664178,0.00013030316787662234
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-10,0.007285726921182025,0.06783736234816262,8.150503731136109e-05,0.7656523653793065,8.150503731136109e-05
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-11,0.009375703325077592,0.03322092195643459,-2.1392110926686417e-05,0.9416957239226273,-2.1392110926686417e-05
bridge_first_positive_latency_gap,recent_gap_first_vs_accepted,2022-12,0.0063680318649874095,0.009066899622137563,7.807572068353051e-06,0.9775327641348591,7.807572068353051e-06
