repeat_disclosure_user,post_first,users,ask_questions_mean,ask_high_tag_share_mean,ask_exposure_index_mean,answer_count_total_mean,accepted_current_total_mean,event_count_mean
0,0,2268,0.08031316139424248,0.6900191285178064,0.2319476161789022,0.43856642505291155,0.21431514674757918,0.0
0,1,2269,0.06445057081256848,0.8056659616501444,0.24160015200279536,0.13667691655179726,0.061004488742798575,0.04163574028911745
1,0,73,0.30103359173126615,0.6658383838383838,0.20173142601694893,8.12467700258398,4.314599483204135,0.006459948320413436
1,1,73,0.20324074074074075,0.8125,0.27855737994923824,2.3444444444444446,1.086111111111111,0.13148148148148148
