primary_tag,entry_month,time_index,post_chatgpt,exposure_index,high_tag,n_eligible_entrants,established_one_shot_share_365d,established_repeat_high_intensity_share_365d,established_repeat_low_intensity_share_365d,established_repeat_total_share_365d,high_post,exposure_post
excel,2022-12,36,1,0.5121987286806099,1,220,0.4818181818181818,0.004545454545454545,0.06363636363636363,0.06818181818181818,1,0.5121987286806099
excel,2023-01,37,1,0.5121987286806099,1,252,0.5198412698412699,0.01984126984126984,0.03968253968253968,0.05952380952380952,1,0.5121987286806099
excel,2023-02,38,1,0.5121987286806099,1,214,0.48598130841121495,0.014018691588785047,0.06074766355140187,0.07476635514018691,1,0.5121987286806099
excel,2023-03,39,1,0.5121987286806099,1,215,0.4,0.0,0.08372093023255814,0.08372093023255814,1,0.5121987286806099
excel,2023-04,40,1,0.5121987286806099,1,165,0.47878787878787876,0.012121212121212121,0.07272727272727272,0.08484848484848484,1,0.5121987286806099
excel,2023-05,41,1,0.5121987286806099,1,170,0.5294117647058824,0.023529411764705882,0.08235294117647059,0.10588235294117647,1,0.5121987286806099
excel,2023-06,42,1,0.5121987286806099,1,166,0.45180722891566266,0.006024096385542169,0.09036144578313253,0.0963855421686747,1,0.5121987286806099
excel,2023-07,43,1,0.5121987286806099,1,168,0.42857142857142855,0.005952380952380952,0.07738095238095238,0.08333333333333334,1,0.5121987286806099
excel,2023-08,44,1,0.5121987286806099,1,162,0.345679012345679,0.018518518518518517,0.04938271604938271,0.06790123456790123,1,0.5121987286806099
excel,2023-09,45,1,0.5121987286806099,1,159,0.41509433962264153,0.006289308176100629,0.08176100628930817,0.0880503144654088,1,0.5121987286806099
excel,2023-10,46,1,0.5121987286806099,1,137,0.3722627737226277,0.0,0.0364963503649635,0.0364963503649635,1,0.5121987286806099
excel,2023-11,47,1,0.5121987286806099,1,161,0.36645962732919257,0.0,0.049689440993788817,0.049689440993788817,1,0.5121987286806099
excel,2023-12,48,1,0.5121987286806099,1,129,0.5581395348837209,0.007751937984496124,0.015503875968992248,0.023255813953488372,1,0.5121987286806099
excel,2024-01,49,1,0.5121987286806099,1,140,0.4142857142857143,0.0,0.05,0.05,1,0.5121987286806099
excel,2024-02,50,1,0.5121987286806099,1,132,0.3712121212121212,0.0,0.03787878787878788,0.03787878787878788,1,0.5121987286806099
excel,2024-03,51,1,0.5121987286806099,1,127,0.4330708661417323,0.0,0.05511811023622047,0.05511811023622047,1,0.5121987286806099
