feature,treated_mean,control_mean,standardized_mean_diff
pre_ask_questions,0.7366276107997962,1.4870096790626592,-0.2570699928422744
pre_high_tag_share,0.1834753193199307,0.18370060433094992,-0.0006019812847499571
pre_ask_exposure_mean,0.06085813140264721,0.061129306157565635,-0.0011076900492028225
pre_answer_count,0.250127356087621,0.19001528273051452,0.01594620934012909
first_active_month_index,632.0351502801834,631.4997452878248,0.027716359375031686
