feature,treated_mean,control_mean,smd
log_pre_ask_questions,0.5647534939975468,0.6249210336563671,-0.11820023046826598
pre_ask_high_tag_share,0.454954954954955,0.705596107055961,-0.5339625105520811
pre_ask_exposure_index_mean,0.08932957330064953,0.2146059315639162,-0.351738580803837
log_pre_answer_count_total,1.558973242391237,0.8401483826302546,0.47255152991412835
pre_answer_exposure_index_wavg,0.1628561286143225,0.09185417235822851,0.23275751957128213
first_active_month_index,610.7027027027027,618.3430656934306,-0.4685220122972066
