family,outcome,promoted,coef,cluster_se,cluster_pval,permutation_coef,permutation_pval,nobs,n_tags,n_months
internal_title_timing,recent_gap_first_vs_accepted,1,0.00604179770827755,0.0026370516985530093,0.02195656584910633,0.006041797708277531,0.15536892621475704,1139,16,72
internal_title_timing,first_positive_answer_latency_mean,1,49.82647547691118,14.597192817990832,0.0006415096522100825,49.8264754769125,0.013997200559888023,1143,16,72
internal_title_timing,accepted_cond_any_answer_30d_rate,1,-0.002215844664134654,0.0035384455226116014,0.5311707788044027,-0.0022158446641347574,0.5378924215156968,1138,16,72
internal_title_timing,accepted_vote_30d_rate,0,0.0009044314943901181,0.0024731204235477395,0.714585519553002,0.0009044314943902063,0.646870625874825,1138,16,72
