group,period,ask_questions_mean,ask_high_tag_share_mean,ask_exposure_index_mean,answer_count_total_mean,accepted_current_total_mean,answer_exposure_index_wavg_mean
matched_control,post_pseudo_hit,0.05021468597627538,0.02290347621473449,0.19618646201430506,0.02197802197802198,0.008732988865439197,0.1555380089619556
matched_control,pre_pseudo_hit,0.2478349465104432,0.05045511789016628,0.28770411322165934,0.03166921378841909,0.013754457463066735,0.15970752632357477
treated,post_pseudo_hit,0.2518739538607088,0.16296541942237305,0.29773949341829054,0.03165708463721709,0.010697911360163017,0.3974250346864465
treated,pre_pseudo_hit,0.12277126846663271,0.05165868675732365,0.2902000923895616,0.04168789268127016,0.015197826456104601,0.3633892949015752
