component,cohort,outcome,coef,se,pval,nobs
incumbent_activity,incumbent_nonexpert,share_active,0.00394488999140831,0.002454569266571995,0.10801887663435554,1152
incumbent_activity,incumbent_nonexpert,mean_answers,-0.008462657496169689,0.0031558263073655883,0.007327145100727947,1152
incumbent_activity,incumbent_nonexpert,mean_log_answers,0.00029383308881066376,0.0008212736467665032,0.7205099605384178,1152
incumbent_activity,expert,share_active,-0.0008544624066724022,0.008227949921112152,0.9172893697759391,1152
incumbent_activity,expert,mean_answers,-0.46902214824256855,0.2527877369918487,0.06353925100757594,1152
incumbent_activity,expert,mean_log_answers,-0.025291896520260867,0.016277659871702533,0.12023698830660155,1152
