sample,outcome,coef_is_ai,se_is_ai,pval_is_ai,nobs,n_repos,n_months
strict_overlap_repo_month,first_review_7d,0.4203050642311537,0.036110031996377,2.5933492189752553e-31,10030,431,6
strict_overlap_repo_month,approved_30d,0.24443220959787376,0.0388405317422532,3.109369070385127e-10,10030,431,6
strict_overlap_repo_month,changes_requested_30d,0.04117449118978832,0.006453290526078073,1.7664098812558313e-10,10030,431,6
strict_overlap_repo_month,merged_30d,-0.20559904308681745,0.037701276954675796,4.942385749569185e-08,10030,431,6
strict_overlap_repo_month,log_first_review_hours,0.2226888680197433,0.1010033841561382,0.02747049072736718,2971,298,6
